ProductID,Date,Zip,Units,Revenue,Country,Zip Country
1085,9/30/2017,M5A,1,83.9475,Canada,"Canada,M5A"
1085,11/19/2017,L5N,1,83.9475,Canada,"Canada,L5N"
1082,12/5/2017,T6E,1,230.9475,Canada,"Canada,T6E"
1079,1/15/2013,V6B,1,262.4475,Canada,"Canada,V6B"
1081,3/15/2013,T3G,1,225.6975,Canada,"Canada,T3G"
1081,2/1/2014,M4R,1,228.3225,Canada,"Canada,M4R"
1075,9/5/2016,T5K,1,259.8225,Canada,"Canada,T5K"
1076,11/15/2013,R3T,1,254.5725,Canada,"Canada,R3T"
1076,12/15/2013,V6Z,1,254.5725,Canada,"Canada,V6Z"
1076,2/11/2014,V5W,1,254.5725,Canada,"Canada,V5W"
1076,5/22/2014,R3S,1,254.5725,Canada,"Canada,R3S"
1076,12/18/2014,V6E,1,254.5725,Canada,"Canada,V6E"
1085,11/29/2018,R3H,1,86.5725,Canada,"Canada,R3H"
1085,11/29/2018,T6R,1,86.5725,Canada,"Canada,T6R"
1085,12/23/2018,V7Y,1,86.5725,Canada,"Canada,V7Y"
1081,5/16/2017,T1Y,1,230.9475,Canada,"Canada,T1Y"
1081,2/16/2019,T6E,1,230.9475,Canada,"Canada,T6E"
1082,3/15/2013,R3V,1,225.6975,Canada,"Canada,R3V"
1082,1/31/2017,T6G,1,230.9475,Canada,"Canada,T6G"
1085,4/28/2019,T6E,1,86.5725,Canada,"Canada,T6E"
1085,5/20/2019,T6R,1,86.5725,Canada,"Canada,T6R"
1082,12/30/2017,K2P,1,230.9475,Canada,"Canada,K2P"
1082,9/28/2019,L5R,1,230.9475,Canada,"Canada,L5R"
1085,3/12/2016,T5K,1,84,Canada,"Canada,T5K"
1085,3/22/2016,L5N,1,84,Canada,"Canada,L5N"
1085,5/1/2016,M6J,2,168,Canada,"Canada,M6J"
1085,7/24/2016,R2G,1,84,Canada,"Canada,R2G"
1085,8/15/2016,M7Y,1,84,Canada,"Canada,M7Y"
1085,8/26/2016,R3V,1,84,Canada,"Canada,R3V"
1086,12/1/2019,T5K,1,89.1975,Canada,"Canada,T5K"
1085,2/24/2018,L5R,1,83.9475,Canada,"Canada,L5R"
1085,7/29/2018,H2Y,1,86.5725,Canada,"Canada,H2Y"
1085,11/30/2018,R3G,1,86.5725,Canada,"Canada,R3G"
1085,12/7/2018,R2C,1,86.5725,Canada,"Canada,R2C"
1085,12/27/2018,T6K,1,86.5725,Canada,"Canada,T6K"
1085,12/28/2018,L5T,1,86.5725,Canada,"Canada,L5T"
1085,12/29/2018,V6B,1,86.5725,Canada,"Canada,V6B"
1085,1/10/2019,M4V,1,86.5725,Canada,"Canada,M4V"
1081,4/15/2013,L4X,1,225.6975,Canada,"Canada,L4X"
1046,7/17/2014,L5N,1,99.6975,Canada,"Canada,L5N"
1062,1/2/2015,M6H,1,146.9475,Canada,"Canada,M6H"
1062,2/26/2015,V5Y,1,146.9475,Canada,"Canada,V5Y"
1065,10/1/2017,T6H,1,309.6975,Canada,"Canada,T6H"
1065,10/31/2017,V6H,1,309.6975,Canada,"Canada,V6H"
1065,4/1/2018,V5K,1,309.6975,Canada,"Canada,V5K"
1065,9/19/2019,R3W,1,314.9475,Canada,"Canada,R3W"
1065,7/18/2020,R3T,1,314.9475,Canada,"Canada,R3T"
1065,8/11/2020,T3G,1,314.9475,Canada,"Canada,T3G"
1065,9/15/2020,K1H,1,314.9475,Canada,"Canada,K1H"
1061,11/29/2018,T3C,1,146.9475,Canada,"Canada,T3C"
1065,2/15/2013,K2P,1,296.5725,Canada,"Canada,K2P"
1053,5/24/2020,T6G,1,272.9475,Canada,"Canada,T6G"
1053,5/26/2020,L5P,1,272.9475,Canada,"Canada,L5P"
1053,7/28/2020,T6J,1,272.9475,Canada,"Canada,T6J"
1065,7/24/2017,M5X,1,309.6975,Canada,"Canada,M5X"
1062,10/28/2016,V5V,1,149.5725,Canada,"Canada,V5V"
1062,12/30/2016,V7W,1,149.5725,Canada,"Canada,V7W"
1062,3/19/2017,T2J,1,149.5725,Canada,"Canada,T2J"
1062,11/5/2017,V7M,1,141.6975,Canada,"Canada,V7M"
1061,12/23/2017,M5B,1,141.6975,Canada,"Canada,M5B"
1061,12/23/2017,R3V,1,141.6975,Canada,"Canada,R3V"
1061,3/1/2018,T6V,1,141.6975,Canada,"Canada,T6V"
1058,11/24/2017,L5P,1,131.1975,Canada,"Canada,L5P"
1058,12/30/2017,R3H,1,131.1975,Canada,"Canada,R3H"
1058,3/2/2018,M5P,1,136.4475,Canada,"Canada,M5P"
1058,10/27/2018,V5V,1,131.1975,Canada,"Canada,V5V"
1058,5/9/2019,K1R,1,131.1975,Canada,"Canada,K1R"
1058,1/31/2020,R3G,1,136.4475,Canada,"Canada,R3G"
1058,2/8/2020,V6R,2,272.895,Canada,"Canada,V6R"
1058,6/9/2020,V6A,1,136.4475,Canada,"Canada,V6A"
1058,2/22/2019,V5X,1,131.1975,Canada,"Canada,V5X"
1058,12/27/2019,L5R,1,136.4475,Canada,"Canada,L5R"
1066,5/15/2013,M7Y,1,296.5725,Canada,"Canada,M7Y"
1052,9/27/2020,T6G,1,246.6975,Canada,"Canada,T6G"
1053,3/1/2014,T6G,1,251.9475,Canada,"Canada,T6G"
1053,8/21/2014,L5N,1,262.4475,Canada,"Canada,L5N"
1065,10/6/2018,L5P,1,314.9475,Canada,"Canada,L5P"
1070,10/31/2020,V7T,1,157.4475,Canada,"Canada,V7T"
1065,5/15/2013,M7Y,1,296.5725,Canada,"Canada,M7Y"
1065,9/15/2013,L5R,1,296.5725,Canada,"Canada,L5R"
1061,12/28/2018,M4V,1,141.6975,Canada,"Canada,M4V"
1061,2/11/2019,T6E,1,146.9475,Canada,"Canada,T6E"
1075,7/6/2014,T5W,1,254.5725,Canada,"Canada,T5W"
1062,4/2/2018,L4X,1,141.6975,Canada,"Canada,L4X"
1062,12/29/2018,L4X,1,146.9475,Canada,"Canada,L4X"
1062,2/11/2019,T6E,1,146.9475,Canada,"Canada,T6E"
1066,1/24/2017,T5L,1,309.6975,Canada,"Canada,T5L"
1066,3/19/2017,M4N,1,309.6975,Canada,"Canada,M4N"
1066,10/31/2017,V6H,1,309.6975,Canada,"Canada,V6H"
1066,1/19/2018,R3B,1,309.6975,Canada,"Canada,R3B"
1066,4/1/2018,V5K,1,309.6975,Canada,"Canada,V5K"
1066,9/19/2019,R3W,1,314.9475,Canada,"Canada,R3W"
1062,5/28/2018,V6H,1,141.6975,Canada,"Canada,V6H"
1053,8/8/2015,T5L,1,262.4475,Canada,"Canada,T5L"
1053,8/30/2015,T5L,1,262.4475,Canada,"Canada,T5L"
1053,1/3/2017,T5S,1,262.4475,Canada,"Canada,T5S"
1053,2/4/2017,T5H,1,262.4475,Canada,"Canada,T5H"
1053,4/1/2018,T2C,1,262.4475,Canada,"Canada,T2C"
1085,7/29/2019,R2G,1,89.1975,Canada,"Canada,R2G"
1085,8/12/2019,R2L,1,89.1975,Canada,"Canada,R2L"
1085,8/30/2019,T6G,1,89.1975,Canada,"Canada,T6G"
1085,9/30/2019,T2E,1,89.1975,Canada,"Canada,T2E"
1085,12/28/2019,V6Z,1,89.1975,Canada,"Canada,V6Z"
1105,3/1/2016,T1Y,1,246.6975,Canada,"Canada,T1Y"
1105,7/15/2019,H1B,1,251.9475,Canada,"Canada,H1B"
1105,1/23/2020,M4V,1,246.6975,Canada,"Canada,M4V"
1093,3/4/2017,R3T,1,57.6975,Canada,"Canada,R3T"
1093,4/10/2017,R3V,1,57.6975,Canada,"Canada,R3V"
1093,4/28/2017,T2S,1,57.6975,Canada,"Canada,T2S"
1093,10/6/2017,V7W,1,57.6975,Canada,"Canada,V7W"
1093,11/3/2017,R3Y,1,57.6975,Canada,"Canada,R3Y"
1093,12/17/2017,T2X,1,57.6975,Canada,"Canada,T2X"
1093,12/27/2018,V7W,1,57.6975,Canada,"Canada,V7W"
1093,3/3/2019,V6Z,1,57.6975,Canada,"Canada,V6Z"
1093,4/17/2020,H2Y,1,62.9475,Canada,"Canada,H2Y"
1094,5/2/2017,R3M,1,57.6975,Canada,"Canada,R3M"
1094,11/13/2017,R3V,1,57.6975,Canada,"Canada,R3V"
1181,7/26/2018,V6J,1,419.9475,Canada,"Canada,V6J"
1182,4/15/2013,M5X,1,183.6975,Canada,"Canada,M5X"
1182,9/15/2013,L5N,1,157.4475,Canada,"Canada,L5N"
1182,9/15/2013,V6M,1,157.4475,Canada,"Canada,V6M"
1182,11/15/2013,R2G,1,157.4475,Canada,"Canada,R2G"
1182,2/28/2014,R3N,1,157.4475,Canada,"Canada,R3N"
1182,6/15/2014,R3T,1,157.4475,Canada,"Canada,R3T"
1182,6/27/2014,T6B,1,157.4475,Canada,"Canada,T6B"
1139,4/25/2014,M5A,1,671.9475,Canada,"Canada,M5A"
1170,3/15/2020,L5N,2,934.395,Canada,"Canada,L5N"
1170,6/2/2020,T6E,1,467.1975,Canada,"Canada,T6E"
1094,6/25/2017,T5K,1,57.6975,Canada,"Canada,T5K"
1094,11/10/2017,V6R,1,57.6975,Canada,"Canada,V6R"
1094,9/15/2018,T5B,1,57.6975,Canada,"Canada,T5B"
1094,11/30/2018,M6P,1,57.6975,Canada,"Canada,M6P"
1094,12/21/2018,V6J,1,57.6975,Canada,"Canada,V6J"
1094,12/22/2018,T2L,1,57.6975,Canada,"Canada,T2L"
1094,12/27/2018,T6K,1,57.6975,Canada,"Canada,T6K"
1094,3/16/2019,R3S,1,57.6975,Canada,"Canada,R3S"
1094,12/27/2020,M5X,1,62.9475,Canada,"Canada,M5X"
1095,6/30/2017,V6Z,1,125.9475,Canada,"Canada,V6Z"
1095,12/29/2017,M5B,1,120.6975,Canada,"Canada,M5B"
1182,8/14/2014,T2J,1,173.1975,Canada,"Canada,T2J"
1139,3/5/2016,R3V,1,682.4475,Canada,"Canada,R3V"
1108,9/15/2013,M5P,1,160.0725,Canada,"Canada,M5P"
1108,1/4/2014,H1B,1,160.0725,Canada,"Canada,H1B"
1108,9/29/2014,V6H,1,160.0725,Canada,"Canada,V6H"
1109,1/15/2013,R3R,1,209.9475,Canada,"Canada,R3R"
1109,6/15/2013,L5K,1,209.9475,Canada,"Canada,L5K"
1109,7/15/2013,L5K,1,209.9475,Canada,"Canada,L5K"
1109,7/15/2013,R3V,1,209.9475,Canada,"Canada,R3V"
1109,9/4/2015,V5T,1,209.9475,Canada,"Canada,V5T"
1109,5/13/2016,L5T,1,209.9475,Canada,"Canada,L5T"
1109,10/23/2017,V6S,1,209.9475,Canada,"Canada,V6S"
1091,12/29/2014,T3G,1,181.0725,Canada,"Canada,T3G"
1091,2/12/2015,H1B,1,181.0725,Canada,"Canada,H1B"
1091,2/26/2015,T5H,1,181.0725,Canada,"Canada,T5H"
1109,1/31/2019,R3K,1,215.1975,Canada,"Canada,R3K"
1109,3/24/2019,L5G,1,215.1975,Canada,"Canada,L5G"
1109,3/30/2019,T6E,1,209.9475,Canada,"Canada,T6E"
1182,10/16/2017,T5K,1,157.4475,Canada,"Canada,T5K"
1182,11/4/2017,R3W,1,157.4475,Canada,"Canada,R3W"
1117,2/22/2014,V6Z,1,299.1975,Canada,"Canada,V6Z"
1117,3/1/2014,L5V,1,299.1975,Canada,"Canada,L5V"
1117,8/3/2018,T5Y,1,309.6975,Canada,"Canada,T5Y"
1115,11/27/2020,M5P,1,362.1975,Canada,"Canada,M5P"
1091,10/17/2014,M6H,1,181.0725,Canada,"Canada,M6H"
1091,10/26/2014,R3B,1,181.0725,Canada,"Canada,R3B"
1091,2/2/2015,T6H,1,181.0725,Canada,"Canada,T6H"
1091,11/20/2015,T6G,1,181.0725,Canada,"Canada,T6G"
1091,12/18/2015,M5R,1,181.0725,Canada,"Canada,M5R"
1092,10/17/2014,M6H,1,181.0725,Canada,"Canada,M6H"
1092,2/2/2015,T6H,1,181.0725,Canada,"Canada,T6H"
1092,2/26/2015,T5H,1,181.0725,Canada,"Canada,T5H"
1144,5/18/2019,T6R,1,414.6975,Canada,"Canada,T6R"
1086,4/28/2019,T6E,1,86.5725,Canada,"Canada,T6E"
1086,5/12/2019,L5N,1,86.5725,Canada,"Canada,L5N"
1076,9/5/2016,T5K,1,259.8225,Canada,"Canada,T5K"
1086,12/6/2019,T6R,1,89.1975,Canada,"Canada,T6R"
1086,12/13/2019,T6H,1,89.1975,Canada,"Canada,T6H"
1086,12/17/2016,R3R,1,84,Canada,"Canada,R3R"
1086,2/21/2017,M6H,1,89.1975,Canada,"Canada,M6H"
1086,6/2/2017,T6G,1,89.1975,Canada,"Canada,T6G"
1086,12/29/2017,K1R,1,83.9475,Canada,"Canada,K1R"
1086,12/30/2017,T1Y,1,83.9475,Canada,"Canada,T1Y"
1086,2/3/2018,T2X,1,89.1975,Canada,"Canada,T2X"
1075,10/25/2015,L5P,1,259.8225,Canada,"Canada,L5P"
1075,11/27/2015,T6H,1,259.8225,Canada,"Canada,T6H"
1076,10/15/2013,K1N,1,254.5725,Canada,"Canada,K1N"
1076,3/14/2014,T5Y,1,254.5725,Canada,"Canada,T5Y"
1076,7/5/2014,V6R,1,254.5725,Canada,"Canada,V6R"
1076,11/27/2015,T6H,1,259.8225,Canada,"Canada,T6H"
1076,8/30/2016,M4R,1,259.8225,Canada,"Canada,M4R"
1082,3/26/2016,V6A,1,230.9475,Canada,"Canada,V6A"
1085,5/17/2019,L5R,1,86.5725,Canada,"Canada,L5R"
1085,11/21/2019,T5G,1,89.1975,Canada,"Canada,T5G"
1085,12/21/2019,V5V,1,86.5725,Canada,"Canada,V5V"
1065,1/3/2020,L5G,1,314.9475,Canada,"Canada,L5G"
1065,11/27/2020,M6H,1,314.9475,Canada,"Canada,M6H"
1066,1/15/2013,T2T,1,296.5725,Canada,"Canada,T2T"
1066,2/15/2013,K2P,1,296.5725,Canada,"Canada,K2P"
1066,11/15/2013,L5P,1,296.5725,Canada,"Canada,L5P"
1082,4/15/2013,L4X,1,225.6975,Canada,"Canada,L4X"
1082,7/24/2016,V6S,1,230.9475,Canada,"Canada,V6S"
1082,2/16/2019,T6E,1,230.9475,Canada,"Canada,T6E"
1065,3/7/2017,T6E,1,304.4475,Canada,"Canada,T6E"
1065,5/27/2017,V5K,1,309.6975,Canada,"Canada,V5K"
1065,6/25/2017,M5A,1,309.6975,Canada,"Canada,M5A"
1065,12/30/2020,L4X,1,314.9475,Canada,"Canada,L4X"
1086,6/5/2016,R3H,1,84,Canada,"Canada,R3H"
1086,7/8/2016,V6Z,1,84,Canada,"Canada,V6Z"
1085,1/3/2020,V5W,1,89.1975,Canada,"Canada,V5W"
1085,1/17/2020,M7Y,1,89.1975,Canada,"Canada,M7Y"
1085,2/2/2020,T1Y,1,89.1975,Canada,"Canada,T1Y"
1085,8/31/2020,R2G,1,89.1975,Canada,"Canada,R2G"
1085,9/13/2020,K1H,1,89.1975,Canada,"Canada,K1H"
1085,3/18/2016,M5P,1,84,Canada,"Canada,M5P"
1069,7/28/2020,V5T,1,157.4475,Canada,"Canada,V5T"
1069,11/15/2020,V6A,1,157.4475,Canada,"Canada,V6A"
1069,12/30/2020,R3H,1,157.4475,Canada,"Canada,R3H"
1070,8/29/2020,T5K,1,157.4475,Canada,"Canada,T5K"
1081,5/14/2017,R3B,1,230.9475,Canada,"Canada,R3B"
1070,11/15/2020,V6A,1,157.4475,Canada,"Canada,V6A"
1070,12/30/2020,R3H,1,157.4475,Canada,"Canada,R3H"
1075,9/15/2013,L4Y,1,254.5725,Canada,"Canada,L4Y"
1075,3/14/2014,T5Y,1,254.5725,Canada,"Canada,T5Y"
1075,10/24/2015,R3T,1,254.5725,Canada,"Canada,R3T"
1085,12/23/2018,M4V,1,86.5725,Canada,"Canada,M4V"
1085,12/28/2018,L5P,1,86.5725,Canada,"Canada,L5P"
1085,12/29/2018,R3H,1,86.5725,Canada,"Canada,R3H"
1085,12/29/2018,T6E,1,86.5725,Canada,"Canada,T6E"
1085,1/25/2019,R3X,1,86.5725,Canada,"Canada,R3X"
1139,4/4/2014,V6G,1,671.9475,Canada,"Canada,V6G"
1139,6/8/2015,R3W,1,682.4475,Canada,"Canada,R3W"
1139,7/13/2015,V6T,1,682.4475,Canada,"Canada,V6T"
1139,7/25/2015,L5P,1,682.4475,Canada,"Canada,L5P"
1139,9/7/2015,R2G,1,682.4475,Canada,"Canada,R2G"
1139,12/13/2015,R2C,1,682.4475,Canada,"Canada,R2C"
1139,2/22/2016,T6K,1,682.4475,Canada,"Canada,T6K"
1105,12/27/2020,T3G,1,259.8225,Canada,"Canada,T3G"
1110,12/27/2015,T2J,1,209.9475,Canada,"Canada,T2J"
1110,9/20/2016,K2P,1,209.9475,Canada,"Canada,K2P"
1110,12/20/2016,T5Y,1,209.9475,Canada,"Canada,T5Y"
1110,3/31/2019,L5V,1,209.9475,Canada,"Canada,L5V"
1111,11/15/2013,M7Y,1,118.0725,Canada,"Canada,M7Y"
1111,8/22/2014,V5W,1,118.0725,Canada,"Canada,V5W"
1111,12/14/2014,M5L,1,118.0725,Canada,"Canada,M5L"
1097,1/3/2019,T6V,1,293.9475,Canada,"Canada,T6V"
1097,4/28/2019,T6E,1,293.9475,Canada,"Canada,T6E"
1097,11/28/2019,R3G,1,309.6975,Canada,"Canada,R3G"
1097,5/23/2020,R3V,1,309.6975,Canada,"Canada,R3V"
1091,5/24/2015,V6B,1,181.0725,Canada,"Canada,V6B"
1091,6/21/2015,T5H,1,181.0725,Canada,"Canada,T5H"
1091,10/30/2020,T6J,1,175.8225,Canada,"Canada,T6J"
1092,2/12/2015,H1B,1,181.0725,Canada,"Canada,H1B"
1092,5/29/2015,M6J,1,181.0725,Canada,"Canada,M6J"
1092,7/31/2015,V7M,1,181.0725,Canada,"Canada,V7M"
1092,1/2/2016,M6P,1,181.0725,Canada,"Canada,M6P"
1098,11/5/2017,R2K,1,293.9475,Canada,"Canada,R2K"
1098,6/29/2018,L5N,1,293.9475,Canada,"Canada,L5N"
1182,11/1/2018,M5A,1,157.4475,Canada,"Canada,M5A"
1086,6/23/2020,M4E,1,89.1975,Canada,"Canada,M4E"
1086,8/31/2020,R2G,1,89.1975,Canada,"Canada,R2G"
1086,10/2/2020,M4E,2,178.395,Canada,"Canada,M4E"
1086,11/28/2020,R2C,1,89.1975,Canada,"Canada,R2C"
1086,11/30/2020,L5R,1,89.1975,Canada,"Canada,L5R"
1106,1/28/2016,T6W,1,246.6975,Canada,"Canada,T6W"
1166,3/15/2013,T2C,1,535.4475,Canada,"Canada,T2C"
1166,4/15/2013,K1A,1,535.4475,Canada,"Canada,K1A"
1166,5/15/2013,M4E,1,535.4475,Canada,"Canada,M4E"
1166,5/15/2013,M6S,1,535.4475,Canada,"Canada,M6S"
1166,4/11/2014,T6H,2,1102.395,Canada,"Canada,T6H"
1166,3/25/2016,R2V,1,535.4475,Canada,"Canada,R2V"
1168,11/15/2013,H1B,1,367.4475,Canada,"Canada,H1B"
1168,4/20/2014,R2Y,1,377.9475,Canada,"Canada,R2Y"
1168,7/27/2015,V7Y,1,377.9475,Canada,"Canada,V7Y"
1168,8/20/2015,L5W,1,377.9475,Canada,"Canada,L5W"
1168,8/31/2015,M7Y,1,377.9475,Canada,"Canada,M7Y"
1168,1/31/2017,R2C,1,367.4475,Canada,"Canada,R2C"
1168,6/30/2017,V6Z,1,367.4475,Canada,"Canada,V6Z"
1098,3/30/2020,M4V,1,309.6975,Canada,"Canada,M4V"
1114,10/3/2016,R3H,1,162.6975,Canada,"Canada,R3H"
1114,12/26/2016,V6T,1,167.9475,Canada,"Canada,V6T"
1114,8/25/2017,V5Y,1,152.1975,Canada,"Canada,V5Y"
1114,10/29/2017,L5T,1,152.1975,Canada,"Canada,L5T"
1114,10/27/2019,K1H,1,157.4475,Canada,"Canada,K1H"
1098,11/11/2017,M4E,1,293.9475,Canada,"Canada,M4E"
1098,1/5/2018,R3E,1,293.9475,Canada,"Canada,R3E"
1098,8/2/2018,L5R,1,293.9475,Canada,"Canada,L5R"
1087,11/17/2019,V6G,1,286.0725,Canada,"Canada,V6G"
1088,11/17/2019,V6G,1,286.0725,Canada,"Canada,V6G"
1139,2/14/2016,V7M,1,682.4475,Canada,"Canada,V7M"
1139,4/11/2016,T1Y,1,682.4475,Canada,"Canada,T1Y"
1156,7/20/2014,T2J,1,341.1975,Canada,"Canada,T2J"
1156,12/3/2016,H1B,1,346.4475,Canada,"Canada,H1B"
1143,8/9/2018,R3H,1,551.1975,Canada,"Canada,R3H"
1144,6/25/2015,M6G,1,414.6975,Canada,"Canada,M6G"
1144,7/17/2015,T6G,1,414.6975,Canada,"Canada,T6G"
1144,10/15/2015,T5Y,1,414.6975,Canada,"Canada,T5Y"
